0.000000000000000000e+00 -7.000000000000000000e+01 -7.000000000000000000e+01 -7.000000000000000000e+01
1.000000000000000056e-01 -6.999999948409170258e+01 -7.000000000000000000e+01 -6.952651515151515582e+01
2.000000000000000111e-01 -6.999999899554204319e+01 -6.997859469419560696e+01 -6.907813934802571509e+01
3.000000000000000444e-01 -6.999898502410263745e+01 -6.993897071552802913e+01 -6.865252754046922234e+01
4.000000000000000222e-01 -6.999614868826071756e+01 -6.988385745366784363e+01 -6.824760992068715382e+01
5.000000000000000000e-01 -6.999085323399134495e+01 -6.981559257153274700e+01 -6.786155567554027357e+01
5.999999999999999778e-01 -6.998260635915866601e+01 -6.973617813472813509e+01 -6.749274176526222391e+01
6.999999999999999556e-01 -6.997103666319814863e+01 -6.964732869886906030e+01 -6.713972601515020244e+01
7.999999999999999334e-01 -6.995587362253355934e+01 -6.955051250704021015e+01 -6.680122391107352087e+01
8.999999999999999112e-01 -6.993693057853487005e+01 -6.944698678455748109e+01 -6.647608857616054934e+01
9.999999999999998890e-01 -6.991409029877816295e+01 -6.933782797675610254e+01 -6.616329348048145675e+01
1.099999999999999867e+00 -6.988729273570564260e+01 -6.922395765435720705e+01 -6.586191749935537132e+01
1.199999999999999956e+00 -6.985652466102403935e+01 -6.910616470715211790e+01 -6.557113199059963904e+01
1.300000000000000044e+00 -6.982181090062867668e+01 -6.898512435780587282e+01 -6.529018960791407267e+01
1.400000000000000133e+00 -6.978320693461481028e+01 -6.886141445138609640e+01 -6.501841460776928727e+01
1.400000000000000133e+00 -6.978320693461481028e+01 -6.886141445138609640e+01 -6.501841460776928727e+01
1.500000000000000222e+00 -6.974079266099538188e+01 -6.873552941094513358e+01 -6.475519444160850924e+01
1.600000000000000311e+00 -6.969466715090506170e+01 -6.860789219355817181e+01 -6.449997245469296558e+01
1.700000000000000400e+00 -6.964494424803660877e+01 -6.847886453330747258e+01 -6.425224153822999540e+01
1.800000000000000488e+00 -6.959174888642935741e+01 -6.834875571665533300e+01 -6.401153860312061283e+01
1.900000000000000577e+00 -6.953521401902654020e+01 -6.821783010048176266e+01 -6.377743976226645373e+01
2.000000000000000444e+00 -6.947547806507915880e+01 -6.808631355293528031e+01 -6.354955612432815570e+01
2.100000000000000533e+00 -6.941268279787895779e+01 -6.795439897143367602e+01 -6.332753011550655486e+01
2.200000000000000622e+00 -6.934697160577407260e+01 -6.782225101003884049e+01 -6.311103225764984614e+01
2.300000000000000711e+00 -6.927848806923739744e+01 -6.769001012948466212e+01 -6.289975834105282360e+01
2.400000000000000799e+00 -6.920737480515570894e+01 -6.755779606690701655e+01 -6.269342693894607521e+01
2.500000000000000888e+00 -6.913377253669281686e+01 -6.742571080841962328e+01 -6.249177721807900099e+01
2.600000000000000977e+00 -6.905781935322480081e+01 -6.729384113576691107e+01 -6.229456700615529030e+01
2.700000000000001066e+00 -6.897965013010106361e+01 -6.716226080807949472e+01 -6.210157108233299539e+01
2.800000000000001155e+00 -6.889939608247827607e+01 -6.703103243101374176e+01 -6.191257966168273441e+01
2.900000000000001243e+00 -6.881718443131534002e+01 -6.690020905806672147e+01 -6.172739704851650089e+01
3.000000000000001332e+00 -6.873313816290034595e+01 -6.676983556243970952e+01 -6.154584043695059847e+01
3.100000000000001421e+00 -6.864737586608529796e+01 -6.663994981232572457e+01 -6.136773884003086010e+01
3.200000000000001510e+00 -6.856001163380041419e+01 -6.651058367778618674e+01 -6.119293213129463993e+01
3.300000000000001599e+00 -6.847115501746473853e+01 -6.638176389334623195e+01 -6.102127018483328413e+01
3.400000000000001688e+00 -6.838091102465686788e+01 -6.625351279698114126e+01 -6.085261210179980651e+01
3.500000000000001776e+00 -6.828938015189892496e+01 -6.612584896320431938e+01 -6.068682551292506133e+01
3.600000000000001865e+00 -6.819665844567734325e+01 -6.599878774542995075e+01 -6.052378594799742473e+01
3.700000000000001954e+00 -6.810283758590760783e+01 -6.587234174060913006e+01 -6.036337626445920534e+01
3.800000000000002043e+00 -6.800800498697239505e+01 -6.574652118727618699e+01 -6.020548612830460655e+01
3.900000000000002132e+00 -6.791224391224817225e+01 -6.562133430654616006e+01 -6.005001154135266717e+01
4.000000000000001776e+00 -6.781563359870396823e+01 -6.549678759423707675e+01 -5.989685440973482855e+01
4.100000000000001421e+00 -6.771824938872379107e+01 -6.537288607112026284e+01 -5.974592214909723964e+01
4.200000000000001066e+00 -6.762016286678723986e+01 -6.524963349729775075e+01 -5.959712732258831380e+01
4.400000000000000355e+00 -6.742215127422906562e+01 -6.500508501013479190e+01 -5.930562399241161842e+01
4.500000000000000000e+00 -6.732235184443602805e+01 -6.488379183857759358e+01 -5.916276348761208226e+01
4.599999999999999645e+00 -6.722210166496063266e+01 -6.476315335007234353e+01 -5.902173587077741956e+01
